CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Spain,Geography_Germany,Gender_Female,Gender_Male
631,82,10,813105,5,0,1,2003418,0,0,1,1,0
816,61,15,927477,1,1,0,2712125,1,0,0,1,0
436,80,4,431604,3,0,0,2494744,1,0,0,0,1
364,85,19,811844,3,1,0,2106721,0,1,0,0,1
861,87,15,177897,6,1,0,657145,0,0,1,0,1
618,56,20,307933,1,0,1,107812,0,1,0,0,1
656,39,17,983055,2,1,1,947921,0,0,1,1,0
263,56,17,753071,6,0,1,977970,0,0,1,0,1
349,44,15,836724,4,0,0,1961821,0,0,1,0,1
306,76,16,932928,4,0,1,23040,0,1,0,1,0
577,20,9,721119,1,0,0,957206,0,0,1,0,1
945,62,2,241123,2,0,0,2315631,0,1,0,1,0
437,36,16,925212,1,0,1,1412708,0,1,0,0,1
703,29,5,247664,2,0,0,2226507,0,0,1,0,1
996,70,11,664360,2,1,1,2685189,1,0,0,1,0
992,40,5,195747,1,0,0,2437185,0,1,0,1,0
231,23,11,275357,4,1,0,2478603,0,0,1,1,0
950,55,18,943162,4,0,1,1733972,1,0,0,0,1
309,82,16,474983,3,0,1,1072965,0,0,1,1,0
984,83,13,64572,4,1,0,1674659,0,0,1,1,0
368,29,14,496558,5,0,1,2626810,1,0,0,0,1
639,47,11,133654,3,0,1,2826262,1,0,0,1,0
450,45,0,100434,3,0,1,1339330,0,1,0,1,0
796,52,13,73583,6,0,1,2381946,0,1,0,1,0
420,56,18,900947,2,1,1,648098,1,0,0,0,1
253,34,4,44511,5,1,1,931050,0,1,0,1,0
517,49,9,57715,3,0,1,2855801,1,0,0,1,0
840,59,2,324277,3,1,1,1597839,0,0,1,0,1
769,80,13,694025,2,1,0,2211375,0,0,1,1,0
237,74,12,711689,1,1,1,1933354,0,1,0,0,1
803,53,13,397745,5,0,1,1186394,0,0,1,1,0
585,46,9,201864,6,0,0,1786583,0,0,1,0,1
217,55,5,485824,3,1,0,2520281,0,0,1,1,0
655,61,2,810350,6,0,1,2732401,1,0,0,1,0
658,78,13,25966,2,1,0,251206,0,0,1,1,0
723,93,18,269872,5,1,1,1027329,0,1,0,1,0
711,51,14,522941,3,0,0,1050404,0,0,1,1,0
762,24,18,495304,6,1,1,352045,0,0,1,0,1
593,92,10,248105,2,0,0,933034,0,0,1,0,1
350,71,9,768389,3,0,1,2965262,1,0,0,1,0
744,31,1,498519,2,1,0,1067774,1,0,0,1,0
289,44,11,385500,5,0,1,563927,1,0,0,1,0
915,67,14,935973,4,1,1,587281,0,1,0,1,0
474,18,3,91858,4,0,1,1033733,1,0,0,1,0
281,18,20,599816,3,1,0,2499640,0,0,1,1,0
805,97,18,671269,1,0,1,2724621,1,0,0,0,1
803,71,15,749238,3,0,0,2785674,1,0,0,1,0
562,50,1,896861,2,0,1,633291,0,1,0,0,1
447,95,8,801707,4,1,0,768883,1,0,0,1,0
566,27,0,591140,3,0,0,1589012,1,0,0,0,1
639,58,17,739526,4,1,1,217343,0,0,1,1,0
993,49,13,358080,5,1,1,2804535,1,0,0,0,1
721,37,14,402544,2,0,0,1170647,0,1,0,1,0
666,82,19,132169,6,0,1,1074228,0,0,1,0,1
536,98,18,712605,6,0,1,1061223,0,0,1,0,1
376,44,3,171519,3,0,0,2431670,0,0,1,0,1
735,93,5,223652,5,0,0,2790779,1,0,0,1,0
879,96,4,176554,3,1,1,1100095,0,0,1,1,0
382,25,10,50755,4,0,0,2580400,0,0,1,0,1
204,49,14,105352,4,1,1,405205,0,0,1,0,1
456,48,14,674857,3,1,1,1886318,1,0,0,0,1
489,69,3,252105,5,1,0,162082,0,0,1,0,1
311,60,17,27780,4,1,1,657557,0,0,1,1,0
889,94,4,60098,2,1,1,67991,1,0,0,0,1
427,81,15,334451,1,1,0,701271,0,0,1,0,1
238,97,12,416170,5,1,0,2485731,0,1,0,1,0
888,90,17,11904,4,1,1,713472,0,0,1,1,0
825,94,10,873211,4,1,1,442784,0,0,1,0,1
363,94,14,817291,5,0,0,377708,0,1,0,0,1
621,67,4,315991,4,0,0,2329357,0,1,0,0,1
753,60,3,756044,6,1,1,1929914,0,1,0,1,0
212,35,8,695899,4,0,0,1639235,0,0,1,0,1
359,22,18,431529,2,0,1,659219,0,1,0,1,0
655,70,0,274962,1,1,1,31063,1,0,0,0,1
735,29,12,776175,6,1,1,581927,0,1,0,0,1
911,51,19,566440,4,1,1,1726503,0,1,0,1,0
604,94,9,973682,4,1,0,1997202,1,0,0,0,1
835,18,13,955184,6,0,0,2704140,1,0,0,0,1
301,48,20,986874,1,1,1,282708,0,1,0,0,1
946,69,16,604048,3,1,0,1301766,0,1,0,1,0
361,30,11,923964,1,0,0,633111,0,1,0,0,1
888,64,15,103476,6,0,1,695078,0,0,1,1,0
705,35,1,290531,4,1,1,245059,0,1,0,0,1
471,87,14,746725,4,1,0,735212,0,1,0,1,0
828,63,10,140714,1,1,0,969121,1,0,0,0,1
361,57,6,381809,4,1,0,1534945,1,0,0,1,0
432,48,13,307980,1,1,1,2684171,0,1,0,1,0
965,37,3,611703,3,1,0,2018593,0,0,1,1,0
964,71,5,941477,2,0,1,1122040,1,0,0,0,1
376,77,4,93560,5,1,0,1858708,1,0,0,1,0
416,37,19,593128,6,1,0,1543969,0,1,0,1,0
685,72,14,943286,3,0,1,490408,0,0,1,1,0
232,74,8,379240,4,1,1,2527904,0,0,1,1,0
387,96,12,600467,2,1,0,735959,0,0,1,0,1
311,31,0,355139,1,1,0,369227,0,0,1,1,0
764,25,20,459674,6,1,0,826028,1,0,0,0,1
442,98,11,556893,1,0,0,1532082,0,0,1,1,0
931,42,2,528659,6,1,1,1137164,0,0,1,0,1
780,43,17,54725,3,0,1,2974620,0,1,0,1,0
812,38,0,508223,2,1,0,1232443,1,0,0,0,1
424,33,7,125987,3,0,0,2011510,0,0,1,1,0
211,41,18,917408,5,0,0,1199079,0,1,0,1,0
957,30,20,823334,4,0,1,1576511,1,0,0,1,0
358,45,4,784489,6,0,0,501448,1,0,0,1,0
511,88,8,405801,5,0,0,1070121,1,0,0,1,0
493,94,13,631362,3,1,1,233913,1,0,0,0,1
567,54,13,194896,3,1,1,1286247,0,1,0,0,1
925,64,20,891972,3,0,1,301765,1,0,0,0,1
392,42,13,360539,5,1,1,989271,0,1,0,0,1
739,34,18,31797,4,0,1,2330015,0,0,1,0,1
591,75,19,806489,5,0,0,1624497,0,0,1,0,1
239,83,6,687631,2,1,0,36355,1,0,0,1,0
860,47,6,201050,2,1,1,1345286,0,0,1,0,1
873,23,13,793032,6,1,0,2582344,0,0,1,0,1
417,25,14,415500,1,0,1,1559315,0,1,0,1,0
279,21,7,244832,1,0,0,927517,0,1,0,1,0
472,55,4,20826,3,1,0,2834752,1,0,0,0,1
469,45,14,668818,3,0,0,605772,0,1,0,0,1
535,97,7,18611,2,1,0,528235,0,0,1,1,0
779,18,2,649074,1,0,1,2397966,0,0,1,0,1
678,22,20,123448,3,0,0,1026793,1,0,0,1,0
257,71,15,404041,3,1,0,1491775,0,1,0,1,0
254,59,10,299102,5,1,1,2700530,0,0,1,1,0
438,18,12,2021,1,0,0,2232346,0,1,0,0,1
525,87,17,397362,6,0,0,2038385,0,1,0,1,0
767,26,2,606914,2,1,0,667957,0,0,1,0,1
735,96,2,157634,1,1,1,2597149,1,0,0,1,0
719,84,13,162603,3,1,0,1118949,1,0,0,1,0
385,56,19,110031,1,1,0,1881988,1,0,0,1,0
786,69,18,458946,2,0,1,71378,0,0,1,0,1
415,82,15,196504,2,0,0,719557,0,1,0,0,1
374,80,20,719479,4,1,1,2323112,0,1,0,0,1
871,35,9,29166,4,1,0,2607237,1,0,0,1,0
667,66,6,687127,3,1,0,2971435,0,0,1,1,0
541,68,6,975902,2,1,0,2427631,1,0,0,0,1
887,73,16,168774,5,1,0,2709792,0,1,0,1,0
723,58,11,288043,3,1,0,1968700,1,0,0,1,0
414,88,12,43327,4,0,0,1998035,1,0,0,1,0
514,29,6,783984,6,0,0,920855,1,0,0,0,1
297,25,14,207663,6,1,1,91316,1,0,0,0,1
935,32,6,849752,1,0,1,2933636,1,0,0,0,1
582,91,19,317131,1,0,0,582291,0,1,0,1,0
789,43,15,549270,3,0,1,1776895,0,0,1,1,0
883,76,17,746109,6,1,0,1980914,1,0,0,1,0
670,73,9,19899,2,0,0,2825966,1,0,0,1,0
947,56,8,692857,5,1,0,983484,0,1,0,1,0
873,40,15,972008,1,1,0,1423723,0,0,1,0,1
463,69,10,479396,1,1,1,2484416,1,0,0,0,1
391,90,11,416347,5,0,1,2902902,0,0,1,0,1
964,95,13,704996,5,0,1,2991423,0,0,1,1,0
277,23,1,701351,3,0,0,1461490,1,0,0,1,0
485,52,19,963368,1,1,1,2677139,0,0,1,0,1
537,46,12,526808,6,0,1,42199,1,0,0,0,1
945,61,16,652801,2,1,0,1842034,0,0,1,1,0
440,72,17,573640,1,0,1,461396,1,0,0,1,0
774,20,20,900334,3,0,0,2946812,0,0,1,1,0
977,68,17,727491,3,0,1,2213701,0,0,1,0,1
513,75,11,23419,6,1,0,2192085,0,1,0,1,0
837,31,12,407425,6,0,1,458675,0,0,1,1,0
458,93,11,890507,4,0,0,2557857,1,0,0,1,0
977,71,14,234656,3,0,0,2246165,0,1,0,1,0
826,87,17,736606,3,0,0,1989040,1,0,0,0,1
841,87,8,685617,5,1,0,1337133,0,1,0,1,0
455,23,9,768233,2,0,0,657724,0,0,1,1,0
908,46,5,718913,1,0,0,2919212,0,0,1,1,0
590,96,5,343182,4,1,0,421517,0,1,0,1,0
855,28,8,465535,3,0,0,1429909,0,0,1,0,1
332,30,8,801425,6,1,1,2931643,0,0,1,1,0
592,44,9,209432,4,1,0,2200191,1,0,0,1,0
565,89,20,814033,5,0,0,1500918,0,0,1,0,1
231,67,16,52473,5,1,1,2748028,0,0,1,1,0
352,80,1,474547,5,0,1,1311138,1,0,0,1,0
927,26,6,654928,3,0,1,2211892,0,0,1,0,1
201,18,17,898288,2,1,0,869972,0,0,1,0,1
768,87,2,222174,1,0,1,884014,1,0,0,0,1
620,76,0,384541,2,1,0,2428257,1,0,0,0,1
533,77,7,938487,3,1,1,338209,0,0,1,1,0
759,22,3,806606,6,0,0,475190,1,0,0,0,1
590,32,15,574214,3,0,1,1564084,0,1,0,1,0
383,95,20,407033,1,0,0,85510,1,0,0,1,0
498,24,9,84388,5,0,1,1056131,1,0,0,0,1
806,55,12,474605,3,1,0,1846997,0,0,1,0,1
734,52,8,869427,4,1,0,1957392,0,0,1,0,1
485,75,16,332481,4,0,1,1415284,0,1,0,0,1
725,40,20,779416,6,0,0,2990732,1,0,0,0,1
368,18,10,690347,4,0,0,402308,1,0,0,0,1
971,86,14,288153,6,1,1,1630167,0,0,1,0,1
721,50,17,927100,1,1,1,140148,1,0,0,1,0
815,53,9,118385,4,0,1,41316,1,0,0,1,0
311,23,2,765488,6,0,0,109651,0,1,0,0,1
456,83,12,816447,2,0,0,925975,1,0,0,0,1
588,58,12,745662,2,1,1,2147520,0,1,0,0,1
423,52,10,910988,4,0,0,2729777,0,0,1,0,1
864,45,10,951425,6,1,0,1602754,0,1,0,1,0
847,71,9,22707,3,1,0,2317434,0,0,1,0,1
845,32,4,571163,2,1,0,71172,0,1,0,1,0
713,98,8,592964,5,1,1,1243584,0,1,0,0,1
896,71,20,200507,3,0,1,1139474,0,1,0,1,0
918,23,20,181004,5,0,0,192414,0,0,1,0,1
214,18,4,394783,4,1,1,2927029,0,0,1,1,0
234,43,18,698504,6,1,0,2685423,1,0,0,1,0
961,47,1,401980,2,1,1,1199048,0,1,0,0,1
944,40,1,993777,4,1,0,1306621,0,0,1,1,0
885,69,2,342934,3,0,1,2104192,1,0,0,0,1
761,76,6,903672,4,0,0,508342,1,0,0,0,1
945,86,12,509448,2,0,0,1201184,0,1,0,1,0
748,19,18,480602,3,0,0,2999779,0,0,1,0,1
774,86,16,614552,1,0,1,27942,0,1,0,1,0
770,42,1,669515,1,1,1,1372760,0,0,1,1,0
432,95,16,366408,3,0,0,2619618,0,0,1,0,1
779,76,14,757618,2,1,1,2613800,1,0,0,1,0
425,96,15,681859,3,1,0,2134977,1,0,0,1,0
277,43,15,868104,4,0,1,1598884,0,1,0,1,0
778,42,20,924765,5,1,1,2627417,1,0,0,1,0
841,59,20,730418,2,1,1,2970087,0,0,1,1,0
256,43,20,236231,5,0,0,2570429,0,1,0,0,1
408,90,14,21451,3,0,0,2763500,0,1,0,1,0
786,34,14,741392,6,0,0,2229653,0,1,0,1,0
609,64,5,705623,1,1,0,2311671,0,0,1,1,0
516,23,15,687424,6,0,0,2772052,0,0,1,0,1
211,44,19,650775,2,1,1,2251886,1,0,0,1,0
760,57,16,898865,2,1,1,394253,0,0,1,0,1
790,55,13,482752,6,0,0,220220,0,1,0,0,1
206,81,8,296290,1,1,1,1151787,1,0,0,0,1
726,26,3,265800,5,1,0,2469757,1,0,0,0,1
874,68,10,704383,4,1,0,2005909,0,1,0,0,1
885,91,12,158197,5,0,1,1849082,0,0,1,1,0
415,63,2,465287,4,1,0,2149308,0,0,1,0,1
450,33,0,359869,2,1,1,1199151,1,0,0,0,1
431,72,10,594319,6,1,1,580577,0,0,1,1,0
596,27,13,460478,2,0,1,984967,0,0,1,0,1
859,31,20,258981,3,0,0,2696285,1,0,0,0,1
758,73,11,938337,1,1,1,883170,0,0,1,1,0
519,95,8,468541,4,1,0,1700301,1,0,0,1,0
838,35,9,933909,3,1,0,731366,0,0,1,1,0
288,65,3,417000,3,0,0,2734724,0,0,1,1,0
289,37,16,21461,3,0,0,2773874,1,0,0,1,0
516,19,20,355142,1,1,0,150324,0,0,1,0,1
764,46,14,859931,6,0,0,2633023,1,0,0,1,0
509,23,2,558463,5,0,1,1066653,0,0,1,0,1
912,36,4,878221,2,0,0,2909638,0,1,0,1,0
821,30,7,84225,5,0,1,2989046,1,0,0,1,0
982,77,8,258578,5,1,0,992831,1,0,0,0,1
249,96,2,93912,4,1,1,2645934,1,0,0,1,0
601,40,17,927480,3,1,1,924182,1,0,0,1,0
991,63,0,634994,3,1,0,907628,0,0,1,0,1
972,77,4,78207,5,0,0,1799921,1,0,0,0,1
214,91,18,329807,5,0,0,1749864,1,0,0,1,0
437,71,13,391078,5,1,1,2675257,0,0,1,1,0
638,44,0,249064,5,1,0,2843702,0,1,0,0,1
517,52,19,444463,6,1,1,283255,1,0,0,0,1
578,87,5,529737,1,0,0,2241899,0,1,0,0,1
471,55,16,138201,2,1,1,1904333,1,0,0,0,1
786,41,17,737908,5,1,0,1913198,0,0,1,0,1
306,86,2,355632,1,1,0,2055576,0,1,0,0,1
274,75,4,595973,5,1,0,2870667,0,0,1,0,1
528,75,16,734706,2,1,0,2222942,1,0,0,0,1
898,50,17,698491,4,1,0,2042827,0,0,1,1,0
345,94,18,634154,4,1,0,1124126,0,1,0,0,1
540,50,6,37954,4,1,0,2934629,0,1,0,0,1
310,19,3,424778,2,0,0,129939,1,0,0,1,0
905,72,15,460544,2,1,0,2630019,0,0,1,1,0
201,90,17,639109,4,1,0,138256,0,0,1,0,1
966,69,2,85427,1,1,1,1681832,0,0,1,0,1
678,52,15,757874,1,0,0,393168,1,0,0,0,1
737,72,1,790084,3,1,0,1383795,0,0,1,0,1
582,33,5,283531,5,1,1,1913999,1,0,0,1,0
968,52,18,472004,6,0,0,1824168,0,1,0,0,1
652,89,16,118163,1,0,1,1232013,0,1,0,1,0
228,23,18,972951,5,1,0,539238,0,1,0,1,0
566,93,20,883107,3,1,1,331607,0,0,1,1,0
716,51,20,187270,4,1,1,2304937,0,0,1,0,1
415,48,15,765182,1,0,0,232344,1,0,0,1,0
798,41,1,274303,1,0,0,2865,0,1,0,0,1
559,97,7,246314,2,1,1,1114396,1,0,0,0,1
239,96,12,640902,1,1,0,469680,1,0,0,1,0
292,18,0,650598,2,1,1,2438905,1,0,0,1,0
937,38,14,649996,6,1,1,651418,1,0,0,0,1
414,61,5,627473,3,0,1,805879,0,0,1,0,1
582,39,16,798604,6,0,0,1114825,0,1,0,0,1
361,72,19,190650,6,1,1,2854332,0,0,1,0,1
341,76,10,490803,6,1,1,1903374,1,0,0,0,1
882,34,13,842944,4,0,0,2891322,1,0,0,0,1
574,95,13,311145,2,0,0,1534818,1,0,0,1,0
470,69,5,307677,2,0,1,2382903,1,0,0,1,0
951,47,18,295800,6,1,0,2233063,0,0,1,1,0
429,92,9,979319,3,1,0,1268517,0,0,1,1,0
589,93,5,342017,4,0,1,266083,0,0,1,0,1
818,69,13,586458,2,0,0,370838,0,1,0,1,0
556,86,0,659983,3,1,0,1156539,0,1,0,1,0
680,76,20,841650,4,1,0,776557,1,0,0,1,0
227,41,9,788581,4,0,0,2336109,0,1,0,1,0
355,44,16,565411,2,1,1,164420,1,0,0,1,0
514,99,4,453732,6,0,0,2434001,0,0,1,1,0
460,54,12,840353,5,0,0,2392377,0,0,1,1,0
935,34,7,925749,2,0,0,2427769,1,0,0,1,0
570,70,3,975076,5,0,0,2050234,0,0,1,1,0
945,80,7,777001,4,1,1,2478400,1,0,0,0,1
227,27,4,79509,3,1,0,1556328,0,0,1,1,0
638,56,9,270859,6,1,0,2913100,0,1,0,1,0
625,82,5,386257,4,1,1,2979116,0,1,0,0,1
294,63,0,307886,4,0,0,1343799,0,0,1,0,1
490,72,19,798097,1,0,1,1173024,1,0,0,0,1
284,53,20,362753,2,0,1,1823927,1,0,0,0,1
660,70,11,743683,3,0,0,2168971,1,0,0,1,0
677,46,17,516797,5,0,1,467109,1,0,0,1,0
516,95,17,5519,1,1,1,1261792,1,0,0,1,0
481,86,20,992488,2,1,1,2058054,1,0,0,1,0
700,29,9,675337,4,1,0,2703155,0,1,0,0,1
225,42,3,982330,4,0,1,150653,1,0,0,1,0
911,93,13,902990,4,0,1,1111183,0,1,0,1,0
343,89,20,120272,6,0,0,1570383,0,0,1,0,1
815,99,7,863556,5,0,1,983735,0,0,1,0,1
211,81,7,674615,3,1,1,1140351,1,0,0,1,0
866,91,15,45162,3,0,0,1437479,0,0,1,0,1
945,34,13,252818,4,1,1,782622,1,0,0,0,1
889,85,14,924161,6,0,1,1471666,0,1,0,1,0
963,80,1,533549,5,1,0,2864291,0,0,1,1,0
965,75,7,792983,1,1,0,2471196,0,1,0,1,0
783,50,7,824621,2,0,1,2447992,0,1,0,0,1
627,33,10,251881,5,0,1,1611441,1,0,0,0,1
922,80,6,14503,2,0,0,1340581,1,0,0,1,0
536,43,12,846564,4,0,1,1538287,0,0,1,1,0
959,22,2,807350,2,1,1,2648289,0,0,1,0,1
736,30,15,996994,4,1,0,791974,1,0,0,1,0
252,18,18,903216,6,1,0,1740744,0,0,1,0,1
249,38,17,619208,1,0,1,2067213,1,0,0,0,1
422,42,1,141016,4,0,1,908163,1,0,0,1,0
649,32,11,56678,4,0,0,999281,0,0,1,1,0
509,80,18,67956,4,0,1,606981,0,1,0,0,1
352,84,11,85506,4,0,0,2142890,1,0,0,0,1
287,65,15,463864,3,0,0,1949532,1,0,0,0,1
437,62,15,347100,1,0,0,484086,1,0,0,0,1
316,25,19,510211,5,0,1,978270,1,0,0,0,1
803,52,15,997186,2,1,0,1976091,0,0,1,1,0
900,80,17,869968,4,1,0,218790,1,0,0,1,0
801,76,8,19584,6,0,1,314556,1,0,0,1,0
838,55,14,968596,4,0,0,826578,0,0,1,0,1
913,98,1,915482,1,0,1,942230,0,1,0,1,0
603,66,7,955205,3,0,0,1635105,0,1,0,0,1
631,84,4,307308,1,1,1,1895318,1,0,0,0,1
365,42,9,311847,5,1,0,1182423,0,0,1,0,1
239,45,0,827035,3,0,0,2333861,0,0,1,0,1
287,83,17,383318,5,1,0,2608172,0,1,0,1,0
996,18,15,477006,5,0,0,2539110,1,0,0,0,1
332,38,18,614397,5,0,1,1664772,1,0,0,0,1
307,35,7,416929,3,1,1,2003134,1,0,0,0,1
213,37,5,680808,5,1,0,1459545,0,0,1,0,1
712,21,8,56961,4,1,1,2208729,0,0,1,0,1
747,68,16,16434,2,1,0,1856394,1,0,0,0,1
562,49,8,706971,5,0,0,2814057,0,1,0,0,1
569,47,2,633072,3,1,1,957780,0,1,0,1,0
875,53,6,737862,1,1,1,773466,0,0,1,1,0
866,50,14,737853,2,0,1,1843740,0,1,0,0,1
991,38,14,930125,4,0,1,1846337,0,1,0,1,0
304,21,19,431866,3,0,1,2049083,1,0,0,0,1
346,71,6,612540,3,0,0,1870502,0,1,0,0,1
762,18,18,240352,4,0,1,2900576,0,0,1,0,1
894,35,9,363284,3,0,0,449742,1,0,0,0,1
315,94,13,460858,2,0,0,2874178,0,1,0,0,1
449,76,9,512622,3,1,0,2291441,0,0,1,0,1
735,66,11,952942,4,0,1,1585673,1,0,0,0,1
546,42,6,5234,3,1,0,2640458,1,0,0,0,1
651,88,9,858609,5,1,0,2234388,0,1,0,1,0
990,43,0,985220,2,1,1,642056,0,1,0,0,1
521,18,9,943096,6,0,0,2001876,0,0,1,0,1
680,99,20,586812,1,1,1,2282346,1,0,0,0,1
538,86,12,959025,6,1,0,1578121,1,0,0,1,0
277,62,4,903907,5,1,1,2277829,1,0,0,1,0
842,72,19,377910,6,0,1,455243,1,0,0,1,0
650,73,11,527175,3,0,1,1838972,0,0,1,0,1
872,37,12,234175,5,0,0,27273,0,0,1,0,1
782,94,16,405892,3,1,1,2885454,1,0,0,0,1
312,99,16,280348,5,0,1,2742112,1,0,0,1,0
864,32,13,536396,2,0,1,455826,1,0,0,0,1
624,59,11,237460,5,1,1,1325458,1,0,0,0,1
566,83,12,465471,5,0,1,1172973,0,0,1,0,1
864,89,7,820610,4,0,0,1619912,1,0,0,1,0
910,68,9,966926,3,1,0,879675,0,0,1,1,0
329,34,14,638566,5,1,0,2708270,0,1,0,0,1
499,28,16,690469,6,1,0,879152,0,1,0,0,1
579,76,8,950995,2,0,1,2325357,1,0,0,1,0
961,78,0,29970,1,1,0,745679,0,0,1,0,1
540,39,18,6349,3,0,1,2443550,1,0,0,1,0
293,19,14,600399,5,0,0,1253936,0,0,1,0,1
786,65,5,673576,1,0,0,42609,0,0,1,1,0
988,26,3,836678,4,0,1,1513756,0,0,1,1,0
951,46,5,381968,5,1,1,1147889,0,1,0,1,0
826,54,16,687127,2,1,1,2514984,0,0,1,0,1
902,73,2,842902,6,0,0,983106,0,0,1,1,0
781,36,17,389688,5,0,1,1423028,0,1,0,0,1
249,63,14,365755,4,0,0,2292980,0,1,0,0,1
908,43,10,261118,6,1,1,200029,0,0,1,1,0
265,85,10,167760,3,0,1,651399,0,1,0,1,0
654,68,19,824927,2,0,0,1862612,1,0,0,0,1
788,98,19,732611,4,1,1,1136801,1,0,0,0,1
923,96,5,981369,6,0,1,1302948,1,0,0,0,1
222,65,7,938981,3,1,0,1835174,0,0,1,0,1
759,82,4,732806,2,0,0,1831802,0,0,1,1,0
593,48,7,997941,4,1,0,595038,0,0,1,0,1
477,60,17,614555,2,0,1,858621,0,0,1,1,0
764,77,12,526236,3,1,1,1055659,0,0,1,1,0
683,71,1,73464,2,1,1,942671,0,0,1,1,0
420,69,17,169768,1,0,1,113570,0,0,1,1,0
202,35,18,696387,1,1,1,872142,1,0,0,0,1
679,26,15,200477,1,1,1,410464,1,0,0,0,1
497,50,19,454767,6,1,1,2878271,1,0,0,0,1
997,44,18,357698,2,0,1,207588,0,1,0,1,0
476,63,8,376337,4,1,0,175125,1,0,0,0,1
859,88,15,807342,2,0,0,2052364,1,0,0,0,1
467,38,16,23927,6,0,1,224121,1,0,0,0,1
981,38,20,761105,1,0,0,2177916,1,0,0,1,0
798,74,15,356871,2,1,1,210812,1,0,0,1,0
644,20,4,588868,2,1,0,1648272,1,0,0,1,0
544,52,17,782350,6,0,0,175978,1,0,0,1,0
609,72,1,792464,5,1,0,181767,0,1,0,0,1
304,98,19,346789,3,0,0,61170,0,1,0,1,0
471,22,11,958027,1,1,1,2148402,0,0,1,0,1
418,43,18,699873,2,0,1,1722284,0,0,1,1,0
786,86,20,910855,3,1,1,1557609,0,1,0,0,1
414,60,5,241963,4,1,1,297452,1,0,0,0,1
342,55,18,89135,4,1,1,1199432,0,1,0,0,1
949,47,5,55907,2,0,0,2125722,0,0,1,0,1
459,25,3,381199,5,1,1,944121,1,0,0,0,1
362,30,15,387382,1,1,1,669822,1,0,0,0,1
237,68,19,932648,3,0,1,2325544,0,1,0,0,1
554,91,14,554387,1,1,0,1716836,0,0,1,1,0
446,41,7,212144,1,1,0,1313004,1,0,0,0,1
240,75,0,748974,4,1,0,5441,0,0,1,0,1
773,55,17,611341,4,1,0,2652895,0,0,1,0,1
744,75,17,369941,4,1,1,1373933,0,1,0,0,1
477,95,2,85677,6,1,0,2225237,0,0,1,0,1
809,39,20,104824,4,0,1,1581775,0,0,1,0,1
965,55,3,162777,6,1,1,1156429,0,0,1,1,0
784,52,6,805952,4,1,1,1316564,0,0,1,0,1
772,67,3,111695,2,0,1,464356,0,1,0,1,0
853,78,13,299530,4,1,1,2721315,0,1,0,0,1
806,92,11,662407,4,1,0,19718,1,0,0,1,0
950,37,2,105104,6,0,0,1723592,0,0,1,0,1
876,51,9,586472,2,1,0,1218397,0,0,1,1,0
403,44,20,243002,6,0,0,2089573,0,0,1,0,1
583,74,9,770029,3,1,1,1346974,1,0,0,1,0
989,59,0,279476,6,1,0,1631836,0,1,0,0,1
327,64,5,213409,3,0,0,2526620,1,0,0,0,1
475,23,2,935409,2,0,1,2872470,1,0,0,0,1
814,80,5,254544,4,0,0,2650838,1,0,0,0,1
393,85,17,323048,4,0,1,2430235,0,0,1,1,0
862,38,19,463974,6,1,0,839067,1,0,0,1,0
995,74,17,526692,6,0,0,1844293,0,1,0,1,0
956,34,17,871596,6,1,0,2703444,1,0,0,0,1
671,69,14,63710,4,1,1,1616283,1,0,0,0,1
982,48,1,948747,6,1,0,2128023,0,1,0,1,0
733,19,4,581729,1,0,1,2675632,1,0,0,0,1
812,48,3,947998,2,0,0,1944498,0,1,0,0,1
594,44,3,293220,1,0,1,2290664,0,1,0,1,0
277,33,7,624710,5,0,1,872473,0,0,1,0,1
805,38,6,789971,1,0,1,1063895,1,0,0,0,1
298,64,8,611834,3,1,0,1611531,1,0,0,0,1
383,61,5,319799,1,0,0,585808,0,1,0,1,0
707,36,12,666362,6,0,1,1606364,0,0,1,0,1
949,67,9,361985,5,0,0,850725,1,0,0,1,0
886,85,13,52126,2,1,1,728223,0,1,0,1,0
604,59,11,916793,5,0,0,191099,0,0,1,1,0
731,89,19,550052,2,1,0,1827554,1,0,0,0,1
562,93,4,287836,4,0,1,1461747,0,0,1,1,0
311,31,8,223082,2,0,1,773920,0,0,1,0,1
952,91,1,183042,1,1,0,1998386,0,0,1,1,0
894,27,5,47440,4,0,0,2620653,0,0,1,1,0
221,74,16,864369,4,1,0,2419732,0,0,1,0,1
615,96,10,6900,2,0,0,488041,1,0,0,0,1
583,88,15,601193,5,0,0,2135214,1,0,0,1,0
628,41,17,934089,6,1,0,2807673,0,0,1,1,0
327,24,8,136445,4,1,0,2014837,0,0,1,0,1
800,49,5,251498,3,1,0,1645501,1,0,0,0,1
914,69,14,250797,6,1,0,1678787,0,0,1,1,0
916,86,11,61317,3,1,0,1977892,1,0,0,0,1
894,64,17,503063,3,0,0,1387748,1,0,0,1,0
446,76,18,472829,6,1,1,1513304,0,0,1,0,1
521,28,19,433959,1,0,0,2104331,0,0,1,1,0
574,72,8,109347,4,1,1,281283,1,0,0,1,0
571,81,7,810533,1,0,1,817037,0,0,1,0,1
864,35,20,847181,2,1,0,1066427,1,0,0,0,1
395,43,6,36863,6,1,0,326584,0,0,1,0,1
295,99,18,39891,6,0,0,2614709,0,1,0,1,0
233,69,2,680826,2,0,0,1301038,1,0,0,1,0
